"win/details/status/manure";"The tree has to be fertilised.";"The tree has to be fertilised."
"win/details/status/production/cow";"Milk";"Milk"
"win/details/status/production/egg";"Laying eggs";"Laying eggs"
"win/details/status/production/fishpond";"Growing fish";"Growing fish"
"win/details/status/production/grow";"Raising animal";"Raising animal"
"win/details/status/production/horse";"Competition";"Competition"
"win/details/status/production/meat";"Producing meat";"Producing meat"
"win/details/status/production/sheep";"Wool growing";"Wool growing"
"win/details/status/sickAnimal";"Animal is sick";"Animal is sick"
"win/details/status/starving";"Animal is starving";"Animal is starving"
"win/details/yields";"Yields:";"Yields:"
"win/fslock/caption";"This area is locked";"This area is locked"
"win/fslock/unlock";"Repair the house to unlock this area.";"Repair the house to unlock this area."
"win/happinessup/caption";"Happiness, level $NUM";"Happiness, level $NUM"
"win/happinessup/text";"Congratulations! The people in your village are so happy that the overall happiness raised to level $VAL.";"Congratulations! The people in your village are so happy that the overall happiness raised to level $VAL."
"win/houseupg";"Abandoned house";"Abandoned house"
"win/houseupg/caption";"This house is ill-conditioned. You will need to repair the house to make it habitable again.";"This house is ill-conditioned. You will need to repair the house to make it habitable again."
"win/houseupg/price";"Repair price";"Repair price"
"win/ingamemenu/paused";"Paused";"Paused"
"win/newcomer/speedup";"Speed up with some rubies?";"Speed up with some rubies?"
"win/newcomer/text";"A new character will arrive in the village when happiness reaches level $NUM.";"A new character will arrive in the village when happiness reaches level $NUM."
"win/options/antialiasing";"Antialiasing";"Antialiasing"
"win/options/fullscreen";"Fullscreen";"Fullscreen"
"win/options/language";"Language";"Language"
"win/options/resolution";"Resolution";"Resolution"
"win/options/restart";"Changes will apply after the game is restarted.";"Changes will apply after the game is restarted."
"win/options/save";"Save";"Save"
"win/options/scrollspeed";"Scrolling speed";"Scrolling speed"
"win/options/settings";"Options";"Options"
"win/options/soundvolume";"Sound volume";"Sound volume"
"win/options/tutorials";"Tutorials";"Tutorials"
"win/quests/completed/caption";"Quest completed";"Quest completed"
"win/quests/completed/text";"Good job with this quest. Here's your reward.";"Good job with this quest. Here's your reward."
"win/quests/new";"New quests!";"New quests!"
"win/rankup/text";"Congratulations! You've gained enough experience points for level $VAL. New possibilities are open for you...";"Congratulations! You've gained enough experience points for level $VAL. New possibilities are open for you..."
"win/store/available";"Quantity available:";"Quantity available:"
"win/store/caption/buy";"Buy:";"Buy:"
"win/store/caption/sell";"Sell";"Sell"
"win/store/caption/unlock";"Unlock the full game";"Unlock the full game"
"win/store/restore";"Restore purchases";"Restore purchases"
"win/store/skip";"Speed the dawn";"Speed the dawn"
"win/store/slots";"Buy day-savers!";"Buy day-savers!"
"win/store/slots-product1";"Expand the panel with two day-savers so you can refill 3 days and play in a row.|Bonus: removes advertising.";"Expand the panel with two day-savers so you can refill 3 days and play in a row.|Bonus: removes advertising."
"win/store/slots-product2";"Expand the panel with two day-savers so you can refill 5 days and play in a row.";"Expand the panel with two day-savers so you can refill 5 days and play in a row."
